timestamp,title,price,original_price,shipping,item_url,discount_percentage
2026-03-10 11:24:26,,170.0,170.0,Free shipping,https://www.ebay.com/itm/286876573624?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2026-03-10 11:24:26,,103.18,103.18,,https://www.ebay.com/itm/127642825694?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2026-03-10 11:24:26,,329.0,329.0,,https://www.ebay.com/itm/365165355636?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2026-03-10 11:24:26,,179.0,179.0,,https://www.ebay.com/itm/236490545411?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014472,0.0
2026-03-10 11:24:26,,173.0,173.0,Free shipping,https://www.ebay.com/itm/397396766865?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,0.0
2026-03-10 11:24:26,,67.83,67.83,,https://www.ebay.com/itm/155521712745?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,0.0
2026-03-10 11:24:26,,626.98,626.98,Free shipping,https://www.ebay.com/itm/205739896580?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,0.0
2026-03-10 11:24:27,,95.99,95.99,,https://www.ebay.com/itm/236581150126?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014460,0.0
2026-03-10 11:24:27,,168.1,168.1,,https://www.ebay.com/itm/406650588027?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,0.0
2026-03-10 11:24:27,,707.19,707.19,,https://www.ebay.com/itm/115631149863?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,0.0
2026-03-10 11:24:27,,39.99,39.99,,https://www.ebay.com/itm/183295908583?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,0.0
2026-03-10 11:24:27,,167.2,311.25,,https://www.ebay.com/itm/187782830629?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014476,46.28
2026-03-10 11:24:27,,49.95,49.95,,https://www.ebay.com/itm/146862567086?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,0.0
2026-03-10 11:24:27,,239.99,239.99,,https://www.ebay.com/itm/400279054316?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,0.0
2026-03-10 11:24:27,,173.0,173.0,Free shipping,https://www.ebay.com/itm/397396766865?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,0.0
2026-03-10 11:24:27,,21.38,21.38,,https://www.ebay.com/itm/227192792255?_trkparms=5373%3A5000014449%7C5374%3ATech%7C5079%3A5000014488,0.0
